percent-grammar-1,logistic?,alpha,gamma,mean_state,nodes _09
65,true,0.035,0.03,0.7948535955835614,0.55
65,true,0.035,0.04,0.8181457685370607,0.57
65,true,0.035,0.04,0.8046185537157388,0.54
65,true,0.035,0.04,0.8250859140213285,0.53
65,true,0.035,0.04,0.8335236735550581,0.62
65,true,0.035,0.04,0.8128666890306074,0.55
65,true,0.035,0.04,0.8253549291628619,0.59
65,true,0.035,0.04,0.8215194969623378,0.64
65,true,0.035,0.04,0.8270527191917151,0.62
65,true,0.035,0.04,0.8178534695314077,0.52
65,true,0.035,0.04,0.8166802977020252,0.57
65,true,0.035,0.04,0.8000266575028973,0.59
65,true,0.035,0.04,0.8323502836416559,0.59
65,true,0.035,0.04,0.8308090637792873,0.55
65,true,0.035,0.04,0.823645255419074,0.53
65,true,0.035,0.04,0.803908798471079,0.56
65,true,0.035,0.04,0.8119611943976298,0.57
65,true,0.035,0.04,0.826950366994841,0.54
65,true,0.035,0.04,0.8329417371372057,0.55
65,true,0.035,0.04,0.816479703828754,0.58
65,true,0.035,0.04,0.8160061756445656,0.56
65,true,0.04,0.02,0.7317820255747199,0.46
65,true,0.04,0.02,0.7324161793793893,0.45
65,true,0.04,0.02,0.7156182788607747,0.41
65,true,0.04,0.02,0.7280492728878074,0.47
65,true,0.04,0.02,0.726261628534648,0.44
65,true,0.04,0.02,0.7362135618274518,0.52
65,true,0.04,0.02,0.7335620626319218,0.44
65,true,0.04,0.02,0.7234307499041748,0.42
65,true,0.04,0.02,0.7346800375468509,0.43
65,true,0.04,0.02,0.7319582202753695,0.4
65,true,0.04,0.02,0.7189151425950746,0.47
65,true,0.04,0.02,0.7300291080996821,0.46
65,true,0.04,0.02,0.7333851889897198,0.46
65,true,0.04,0.02,0.7275343968115098,0.46
65,true,0.04,0.02,0.7167550277575458,0.37
65,true,0.04,0.02,0.7439166665886239,0.48
65,true,0.04,0.02,0.7395115871467324,0.4
65,true,0.04,0.02,0.7314273489720232,0.43
65,true,0.04,0.02,0.7282402831879621,0.43
65,true,0.04,0.02,0.7177960981127426,0.47
65,true,0.04,0.03,0.7668768914478129,0.51
65,true,0.04,0.03,0.7802997256003811,0.45
65,true,0.04,0.03,0.7932491231521756,0.53
65,true,0.04,0.03,0.7769318752462308,0.47
65,true,0.04,0.03,0.7776972267326593,0.51
65,true,0.04,0.03,0.7644266919573677,0.48
65,true,0.04,0.03,0.7833818945373348,0.49
65,true,0.04,0.03,0.7870918381964103,0.5
65,true,0.04,0.03,0.7796131287304232,0.54
65,true,0.04,0.03,0.7993056395037388,0.56
65,true,0.04,0.03,0.7980195223466999,0.52
65,true,0.04,0.03,0.7739022846519457,0.49
65,true,0.04,0.03,0.7618008835270882,0.49
65,true,0.04,0.03,0.7617196045804389,0.51
65,true,0.04,0.03,0.7620227709271542,0.49
65,true,0.04,0.03,0.7856265195914871,0.51
65,true,0.04,0.03,0.7818606028774129,0.5
65,true,0.04,0.03,0.7832084536674087,0.46
65,true,0.04,0.03,0.7711235221058679,0.48
65,true,0.04,0.03,0.7756676011062471,0.5
65,true,0.04,0.04,0.8240150250537238,0.52
65,true,0.04,0.04,0.8117910084201165,0.63
65,true,0.04,0.04,0.8153219033291583,0.61
65,true,0.04,0.04,0.7967971125982225,0.54
65,true,0.04,0.04,0.8153943697098388,0.56
65,true,0.04,0.04,0.8266115118532418,0.56
65,true,0.04,0.04,0.8218807724309375,0.59
65,true,0.04,0.04,0.8360215021408108,0.58
65,true,0.04,0.04,0.8259567128664949,0.56
65,true,0.04,0.04,0.8111340143770873,0.58
65,true,0.04,0.04,0.799247267163383,0.59
65,true,0.04,0.04,0.814721186825148,0.57
65,true,0.04,0.04,0.8012985780602365,0.51
65,true,0.04,0.04,0.8140164117102008,0.6
65,true,0.04,0.04,0.8173697472410262,0.61
65,true,0.04,0.04,0.8390465524361221,0.55
65,true,0.04,0.04,0.8237952221968285,0.54
65,true,0.04,0.04,0.811904997018848,0.56
65,true,0.04,0.04,0.8341644461601376,0.56
65,true,0.04,0.04,0.8168655174018187,0.59
65,false,0.025,0.02,0.7465509409367315,0.45
65,false,0.025,0.02,0.7382431795137981,0.45
65,false,0.025,0.02,0.7395002868792101,0.41
65,false,0.025,0.02,0.7457408386690471,0.47
65,false,0.025,0.02,0.733396335073421,0.42
65,false,0.025,0.02,0.7218364619516745,0.49
65,false,0.025,0.02,0.7369849863771514,0.46
65,false,0.025,0.02,0.7432313822936308,0.44
65,false,0.025,0.02,0.7436634565332321,0.48
65,false,0.025,0.02,0.7357037680716249,0.48
65,false,0.025,0.02,0.7263253713456961,0.42
65,false,0.025,0.02,0.7513295836086765,0.42
65,false,0.025,0.02,0.7360449709520587,0.43
65,false,0.025,0.02,0.7307121603652966,0.43
65,false,0.025,0.02,0.7466289717720734,0.47
65,false,0.025,0.02,0.7471402250919197,0.48
65,false,0.025,0.02,0.7325830089133405,0.45
65,false,0.025,0.02,0.7409997030340869,0.43
65,false,0.025,0.02,0.7310787470530135,0.42
65,false,0.025,0.02,0.7340491162945538,0.43
65,false,0.025,0.03,0.7960638426555314,0.51
65,false,0.025,0.03,0.7785130264319473,0.47
65,false,0.025,0.03,0.769124808726758,0.51
65,false,0.025,0.03,0.7939785012589217,0.57
65,false,0.025,0.03,0.7882727954177123,0.55
65,false,0.025,0.03,0.7849042001891985,0.48
65,false,0.025,0.03,0.7835590353807589,0.5
65,false,0.025,0.03,0.7883970509855929,0.53
65,false,0.025,0.03,0.7827543519061466,0.52
65,false,0.025,0.03,0.7834896013861383,0.51
65,false,0.025,0.03,0.7856615705619374,0.53
65,false,0.025,0.03,0.7980508699887081,0.52
65,false,0.025,0.03,0.7885083048394467,0.5
65,false,0.025,0.03,0.8009074730293839,0.48
65,false,0.025,0.03,0.7880342953427077,0.49
65,false,0.025,0.03,0.7900532047998527,0.47
65,false,0.025,0.03,0.7884040703532602,0.47
65,false,0.025,0.03,0.7974826483081532,0.51
65,false,0.025,0.03,0.7928457402361465,0.51
65,false,0.025,0.03,0.7918785101792745,0.5
65,false,0.025,0.04,0.8244481343780282,0.61
65,false,0.025,0.04,0.8480381621900916,0.58
65,false,0.025,0.04,0.8343540177961968,0.57
65,false,0.025,0.04,0.8249082181808557,0.54
65,false,0.025,0.04,0.8429203379158807,0.56
65,false,0.025,0.04,0.8288341416577875,0.53
65,false,0.025,0.04,0.8304071726112261,0.61
65,false,0.025,0.04,0.8220541022664237,0.61
65,false,0.025,0.04,0.8276339203835137,0.57
65,false,0.025,0.04,0.824871691351532,0.55
65,false,0.025,0.04,0.8428858670978289,0.58
65,false,0.025,0.04,0.8126767354494399,0.52
65,false,0.025,0.04,0.8317488451983754,0.56
65,false,0.025,0.04,0.8302900462351116,0.54
65,false,0.025,0.04,0.8355279073574516,0.54
65,false,0.025,0.04,0.8203344656605832,0.56
65,false,0.025,0.04,0.8376708082886171,0.59
65,false,0.025,0.04,0.8255121428806325,0.55
65,false,0.025,0.04,0.8132261035934772,0.59
65,false,0.025,0.04,0.8273794329014925,0.54
65,false,0.03,0.02,0.7391250493893629,0.51
65,false,0.03,0.02,0.7339652652005639,0.43
65,false,0.03,0.02,0.7382558873305516,0.49
65,false,0.03,0.02,0.7256902043260439,0.47
65,false,0.03,0.02,0.7469656785806948,0.47
65,false,0.03,0.02,0.7303320765950955,0.4
65,false,0.03,0.02,0.7309009698285414,0.41
65,false,0.03,0.02,0.7302293565938647,0.46
65,false,0.03,0.02,0.7336393872220853,0.41
65,false,0.03,0.02,0.7417726678853512,0.49
65,false,0.03,0.02,0.734498066924455,0.36
65,false,0.03,0.02,0.7534800163416763,0.43
65,false,0.03,0.02,0.7449347327041153,0.48
65,false,0.03,0.02,0.7295223346622195,0.47
65,false,0.03,0.02,0.7459324354527618,0.38
65,false,0.03,0.02,0.7451113013529863,0.43
65,false,0.03,0.02,0.7284732709459493,0.41
65,false,0.03,0.02,0.7302447927442764,0.44
65,false,0.03,0.03,0.781673772959746,0.57
65,false,0.03,0.02,0.7285493033684454,0.39
65,false,0.03,0.02,0.7345157161420589,0.43
65,false,0.03,0.03,0.8005714678633704,0.51
65,false,0.03,0.03,0.7796532446712743,0.5
65,false,0.03,0.03,0.7718484164742797,0.55
65,false,0.03,0.03,0.7729935657536047,0.49
65,false,0.03,0.03,0.7690423415418518,0.51
65,false,0.03,0.03,0.8012269389275406,0.53
65,false,0.03,0.03,0.766916378708128,0.52
65,false,0.03,0.03,0.7823430460407096,0.48
65,false,0.03,0.03,0.7817130865292877,0.54
65,false,0.03,0.03,0.79456665367181,0.5
65,false,0.03,0.03,0.7877541781160938,0.48
65,false,0.03,0.03,0.7814304956046136,0.48
65,false,0.03,0.03,0.7831689848126596,0.51
65,false,0.03,0.03,0.7773059510166267,0.53
65,false,0.03,0.03,0.7925758521238582,0.54
65,false,0.03,0.03,0.7743006509044902,0.48
65,false,0.03,0.03,0.7973775205860979,0.5
65,false,0.03,0.03,0.7713506908098995,0.49
65,false,0.03,0.03,0.779537649711114,0.49
65,false,0.03,0.04,0.8359485812543671,0.59
65,false,0.03,0.04,0.8432305913082166,0.59
65,false,0.03,0.04,0.8347442315956728,0.57
65,false,0.03,0.04,0.8064413000452013,0.58
65,false,0.03,0.04,0.8313780381068641,0.6
65,false,0.03,0.04,0.8338702206328077,0.6
65,false,0.03,0.04,0.8458356064622494,0.47
65,false,0.03,0.04,0.8260698190613767,0.56
65,false,0.03,0.04,0.8441204907714719,0.59
65,false,0.03,0.04,0.8351932080461114,0.55
65,false,0.03,0.04,0.8326465444560855,0.53
65,false,0.03,0.04,0.8272106563913227,0.56
65,false,0.03,0.04,0.8185466368533212,0.5
65,false,0.03,0.04,0.8360267940223346,0.54
65,false,0.03,0.04,0.8355943850888097,0.59
65,false,0.03,0.04,0.8403778312005185,0.6
65,false,0.03,0.04,0.8055324624132623,0.56
65,false,0.03,0.04,0.8358744788416148,0.58
65,false,0.03,0.04,0.8432363570748577,0.63
65,false,0.03,0.04,0.8086447004129963,0.54
65,false,0.035,0.02,0.7324435763809656,0.53
65,false,0.035,0.02,0.7396604231105829,0.45
65,false,0.035,0.02,0.7348376597294058,0.47
65,false,0.035,0.02,0.7406253615251173,0.4
65,false,0.035,0.02,0.7387984944411348,0.49
65,false,0.035,0.02,0.7288364173082803,0.48
65,false,0.035,0.02,0.7304925616730196,0.46
65,false,0.035,0.02,0.722258084289743,0.45
65,false,0.035,0.02,0.7434159786254614,0.45
65,false,0.035,0.02,0.7324054046398711,0.48
65,false,0.035,0.02,0.7514596327398902,0.45
65,false,0.035,0.02,0.7350470788843091,0.44
65,false,0.035,0.02,0.7391958899328567,0.4
65,false,0.035,0.02,0.7368152600356693,0.47
65,false,0.035,0.02,0.7437678523927472,0.44
65,false,0.035,0.02,0.7364838981111557,0.45
65,false,0.035,0.02,0.7468384305864925,0.38
65,false,0.035,0.02,0.7468130944097929,0.4
65,false,0.035,0.02,0.7200640061989726,0.41
65,false,0.035,0.02,0.7316983582215544,0.49
65,false,0.035,0.03,0.7803137978659084,0.55
65,false,0.035,0.03,0.8000148097038425,0.54
65,false,0.035,0.03,0.7893202014753159,0.48
65,false,0.035,0.03,0.7847339506978765,0.53
65,false,0.035,0.03,0.7995985194416366,0.49
65,false,0.035,0.03,0.8074034361317399,0.53
65,false,0.035,0.03,0.7889374653441795,0.51
65,false,0.035,0.03,0.7789747605681431,0.51
65,false,0.035,0.03,0.8020238562383413,0.5
65,false,0.035,0.03,0.7827524968247266,0.53
65,false,0.035,0.03,0.7733912601949134,0.5
65,false,0.035,0.03,0.7721505547556898,0.54
65,false,0.035,0.03,0.7993380231030995,0.53
65,false,0.035,0.03,0.7651167895243237,0.48
65,false,0.035,0.03,0.7797176254654259,0.5
65,false,0.035,0.03,0.7550929130210471,0.48
65,false,0.035,0.03,0.795931786060832,0.52
65,false,0.035,0.03,0.7700456148350899,0.51
65,false,0.035,0.03,0.8057109384800378,0.53
65,false,0.035,0.03,0.7931155749227685,0.49
65,false,0.035,0.04,0.8239089509795754,0.55
65,false,0.035,0.04,0.8460977561118949,0.58
65,false,0.035,0.04,0.8215702095992314,0.54
65,false,0.035,0.04,0.8364367731400555,0.53
65,false,0.035,0.04,0.8259226574106842,0.58
65,false,0.035,0.04,0.8275498917858017,0.57
65,false,0.035,0.04,0.8175678496770334,0.6
65,false,0.035,0.04,0.8357962006812529,0.57
65,false,0.035,0.04,0.835776659497604,0.61
65,false,0.035,0.04,0.8350351547204948,0.58
65,false,0.035,0.04,0.824172556214957,0.54
65,false,0.035,0.04,0.8393529559812164,0.54
65,false,0.035,0.04,0.8103876326592188,0.53
65,false,0.035,0.04,0.8298805438013194,0.57
65,false,0.035,0.04,0.8296712403989396,0.57
65,false,0.035,0.04,0.8205408788139067,0.54
65,false,0.035,0.04,0.8312509588470754,0.53
65,false,0.035,0.04,0.8265444441391102,0.57
65,false,0.035,0.04,0.8362170638496019,0.58
65,false,0.035,0.04,0.8235461053472022,0.55
65,false,0.04,0.02,0.7484108063027358,0.52
65,false,0.04,0.02,0.7388800530738758,0.42
65,false,0.04,0.02,0.739746641134782,0.48
65,false,0.04,0.02,0.7334780440271089,0.42
65,false,0.04,0.02,0.734554988495823,0.45
65,false,0.04,0.02,0.7468862150184941,0.45
65,false,0.04,0.02,0.7280666659388305,0.43
65,false,0.04,0.02,0.7447652819937696,0.43
65,false,0.04,0.02,0.737773269068054,0.44
65,false,0.04,0.02,0.7363308250234283,0.44
65,false,0.04,0.02,0.7445603887305507,0.47
65,false,0.04,0.02,0.7384729297452235,0.48
65,false,0.04,0.02,0.7549655780268195,0.47
65,false,0.04,0.02,0.7344764360866952,0.43
65,false,0.04,0.02,0.7457428579140506,0.48
65,false,0.04,0.02,0.7403351564683447,0.45
65,false,0.04,0.02,0.718122541759316,0.42
65,false,0.04,0.02,0.7432955492981813,0.46
65,false,0.04,0.02,0.7309478071981235,0.42
65,false,0.04,0.02,0.7354498840845816,0.42
65,false,0.04,0.03,0.7921333359021193,0.52
65,false,0.04,0.03,0.7784820679101704,0.48
65,false,0.04,0.03,0.7945378061819559,0.53
65,false,0.04,0.03,0.7998549422688044,0.52
65,false,0.04,0.03,0.7852031630644862,0.51
65,false,0.04,0.03,0.7627062025765681,0.49
65,false,0.04,0.03,0.7845906897992989,0.52
65,false,0.04,0.03,0.783635331754422,0.49
65,false,0.04,0.03,0.7930974182201396,0.43
65,false,0.04,0.03,0.794207512911573,0.5
65,false,0.04,0.03,0.7710717179134037,0.47
65,false,0.04,0.03,0.7876741773443479,0.49
65,false,0.04,0.03,0.7769205172356145,0.55
65,false,0.04,0.03,0.7791293038125388,0.53
65,false,0.04,0.03,0.7868693040779482,0.52
65,false,0.04,0.03,0.7815425808661216,0.55
65,false,0.04,0.03,0.7852584645811711,0.54
65,false,0.04,0.03,0.7832196872413032,0.54
65,false,0.04,0.03,0.793958193073989,0.48
65,false,0.04,0.03,0.7773213477192776,0.52
65,false,0.04,0.04,0.8318284105633873,0.59
65,false,0.04,0.04,0.8211105348925506,0.52
65,false,0.04,0.04,0.8145120288641712,0.53
65,false,0.04,0.04,0.8374597770646314,0.59
65,false,0.04,0.04,0.8352583088220658,0.56
65,false,0.04,0.04,0.8172494746944436,0.57
65,false,0.04,0.04,0.8270719556271,0.56
65,false,0.04,0.04,0.8295084529900913,0.52
65,false,0.04,0.04,0.8308692261855218,0.57
65,false,0.04,0.04,0.8334617508765192,0.61
65,false,0.04,0.04,0.8389346226526658,0.57
65,false,0.04,0.04,0.8378828723820237,0.52
65,false,0.04,0.04,0.8304506640778535,0.56
65,false,0.04,0.04,0.8241845309255832,0.6
65,false,0.04,0.04,0.8369991419758184,0.57
65,false,0.04,0.04,0.8429171996195874,0.58
65,false,0.04,0.04,0.8370404263121282,0.6
65,false,0.04,0.04,0.8361666391702548,0.55
65,false,0.04,0.04,0.8260678099700205,0.55
65,false,0.04,0.04,0.8327695117203138,0.61
