neighborhood-range,tolerance,init-sd,enable-movement?,responsiveness,polarization,moran-i-ideology
4,0.05,0.2,true,0.25,0.22293254966019943,1.0328747955574895
4,0.1,0.2,true,0.25,0.17742993578582505,1.0556244850211056
4,0.15,0.2,true,0.25,0.10523998241470214,1.0466729115378457
4,0.05,0.2,true,0.25,0.22325970189676553,1.0313235579821967
4,0.1,0.2,true,0.25,0.17755433577644822,1.058752099195648
4,0.15,0.2,true,0.25,0.10521112627758958,1.0489071118152251
4,0.05,0.2,true,0.25,0.22383672070639238,1.032830221783994
4,0.1,0.2,true,0.25,0.1778524332809866,1.052595753493609
4,0.15,0.2,true,0.25,0.10519230882030903,1.0498014900084294
4,0.05,0.2,true,0.25,0.22433761363423033,1.02314367292383
4,0.1,0.2,true,0.25,0.17800251012710536,1.0495520382247996
4,0.15,0.2,true,0.25,0.10515821062920855,1.047602596330891
4,0.05,0.2,true,0.25,0.22476880206781363,1.036656713877714
4,0.1,0.2,true,0.25,0.17807744863558836,1.0487691562554498
4,0.15,0.2,true,0.25,0.10512868766316374,1.0493816021488587
4,0.05,0.2,true,0.25,0.2253689921021043,1.032546410062553
4,0.15,0.2,true,0.25,0.10507264915675503,1.0491035649302674
4,0.1,0.2,true,0.25,0.17811742703181077,1.060027233331577
4,0.05,0.2,true,0.25,0.22555715015100167,1.0351563372554453
4,0.15,0.2,true,0.25,0.10503184490070709,1.0467545909843727
4,0.1,0.2,true,0.25,0.17854694670932905,1.0520236752193912
4,0.05,0.2,true,0.25,0.22575741971785113,1.0350123571485974
4,0.15,0.2,true,0.25,0.10501318681340192,1.0474735379190436
4,0.1,0.2,true,0.25,0.17880657052371968,1.0505059246542854
4,0.05,0.2,true,0.25,0.22611647202167887,1.0310648307788306
4,0.15,0.2,true,0.25,0.10499206998311629,1.0466382521173696
4,0.05,0.2,true,0.25,0.2261412879189387,1.0320297516935735
4,0.1,0.2,true,0.25,0.17897497709141252,1.0414753375549943
4,0.15,0.2,true,0.25,0.10496374641270859,1.0457244951670526
4,0.1,0.2,true,0.25,0.17916641535635205,1.05455556579107
4,0.05,0.2,true,0.25,0.22632676152101386,1.031936326573433
4,0.15,0.2,true,0.25,0.10495262071685445,1.0428905983700107
4,0.05,0.2,true,0.25,0.22664973238049307,1.032716421332602
4,0.1,0.2,true,0.25,0.17971613768383624,1.0488870440048141
4,0.15,0.2,true,0.25,0.1049121563940208,1.0439222804931954
4,0.05,0.2,true,0.25,0.22695709795302654,1.0374051333410266
4,0.1,0.2,true,0.25,0.1800571309805274,1.0525849036880428
4,0.15,0.2,true,0.25,0.10492056883439184,1.0422224411197452
4,0.05,0.2,true,0.25,0.22725193038273178,1.0325938017705956
4,0.1,0.2,true,0.25,0.18046959149806807,1.050249283261655
4,0.15,0.2,true,0.25,0.1049164312614445,1.04384610698787
4,0.05,0.2,true,0.25,0.22754684414641746,1.032032677743962
4,0.1,0.2,true,0.25,0.1808984401581334,1.0476017366510884
